pair,ligand_symbol,ligand_gene_id,receptor_symbol,receptor_gene_id
CDH1_KLRG1,Cdh1,ENSMUSG00000000303,Klrg1,ENSMUSG00000030114
CDH1_LRP5,Cdh1,ENSMUSG00000000303,Lrp5,ENSMUSG00000024913
CDH1_PTPRF,Cdh1,ENSMUSG00000000303,Ptprf,ENSMUSG00000033295
CDH1_PTPRM,Cdh1,ENSMUSG00000000303,Ptprm,ENSMUSG00000033278
CEL_CXCR4,Cel,ENSMUSG00000026818,Cxcr4,ENSMUSG00000045382
CGA_FSHR,Cga,ENSMUSG00000028298,Fshr,ENSMUSG00000032937
CGA_LHCGR,Cga,ENSMUSG00000028298,Lhcgr,ENSMUSG00000024107
CGA_TSHR,Cga,ENSMUSG00000028298,Tshr,ENSMUSG00000020963
CGN_F11R,Cgn,ENSMUSG00000068876,F11r,ENSMUSG00000038235
CGN_OCLN,Cgn,ENSMUSG00000068876,Ocln,ENSMUSG00000021638
CGN_TGFBR1,Cgn,ENSMUSG00000068876,Tgfbr1,ENSMUSG00000007613
CGN_TGFBR2,Cgn,ENSMUSG00000068876,Tgfbr2,ENSMUSG00000032440
CHAD_ITGA2,Chad,ENSMUSG00000039084,Itga2,ENSMUSG00000015533
CHAD_ITGB1,Chad,ENSMUSG00000039084,Itgb1,ENSMUSG00000025809
CLCF1_CNTFR,Clcf1,ENSMUSG00000040663,Cntfr,ENSMUSG00000028444
CLCF1_CRLF1,Clcf1,ENSMUSG00000040663,Crlf1,ENSMUSG00000007888
CLCF1_IL6ST,Clcf1,ENSMUSG00000040663,Il6st,ENSMUSG00000021756
CLCF1_LIFR,Clcf1,ENSMUSG00000040663,Lifr,ENSMUSG00000054263
CLEC11A_KIT,Clec11a,ENSMUSG00000004473,Kit,ENSMUSG00000005672
CNTF_CNTFR,Cntf,ENSMUSG00000079415,Cntfr,ENSMUSG00000028444
CNTF_IL6R,Cntf,ENSMUSG00000079415,Il6ra,ENSMUSG00000027947
CNTF_IL6ST,Cntf,ENSMUSG00000079415,Il6st,ENSMUSG00000021756
CNTF_LIFR,Cntf,ENSMUSG00000079415,Lifr,ENSMUSG00000054263
CNTN2_CNTN1,Cntn2,ENSMUSG00000053024,Cntn1,ENSMUSG00000055022
CNTN2_CNTNAP2,Cntn2,ENSMUSG00000053024,Cntnap2,ENSMUSG00000039419
CNTN2_NRCAM,Cntn2,ENSMUSG00000053024,Nrcam,ENSMUSG00000020598
CNTN2_NRP1,Cntn2,ENSMUSG00000053024,Nrp1,ENSMUSG00000025810
CNTN4_PTPRG,Cntn4,ENSMUSG00000064293,Ptprg,ENSMUSG00000021745
COL11A1_DDR1,Col11a1,ENSMUSG00000027966,Ddr1,ENSMUSG00000003534
COL11A1_ITGA2,Col11a1,ENSMUSG00000027966,Itga2,ENSMUSG00000015533
COL11A1_ITGB1,Col11a1,ENSMUSG00000027966,Itgb1,ENSMUSG00000025809
COL14A1_CD44,Col14a1,ENSMUSG00000022371,Cd44,ENSMUSG00000005087
COL18A1_GPC1,Col18a1,ENSMUSG00000001435,Gpc1,ENSMUSG00000034220
COL18A1_GPC4,Col18a1,ENSMUSG00000001435,Gpc4,ENSMUSG00000031119
COL18A1_ITGA5,Col18a1,ENSMUSG00000001435,Itga5,ENSMUSG00000000555
COL18A1_ITGB1,Col18a1,ENSMUSG00000001435,Itgb1,ENSMUSG00000025809
COL18A1_KDR,Col18a1,ENSMUSG00000001435,Kdr,ENSMUSG00000062960
COL1A1_CD36,Col1a1,ENSMUSG00000001506,Cd36,ENSMUSG00000002944
COL1A1_CD44,Col1a1,ENSMUSG00000001506,Cd44,ENSMUSG00000005087
COL1A1_CD93,Col1a1,ENSMUSG00000001506,Cd93,ENSMUSG00000027435
COL1A1_DDR1,Col1a1,ENSMUSG00000001506,Ddr1,ENSMUSG00000003534
COL1A1_DDR2,Col1a1,ENSMUSG00000001506,Ddr2,ENSMUSG00000026674
COL1A1_FLT4,Col1a1,ENSMUSG00000001506,Flt4,ENSMUSG00000020357
COL1A1_ITGA1,Col1a1,ENSMUSG00000001506,Itga1,ENSMUSG00000042284
COL1A1_ITGA11,Col1a1,ENSMUSG00000001506,Itga11,ENSMUSG00000032243
COL1A1_ITGA2,Col1a1,ENSMUSG00000001506,Itga2,ENSMUSG00000015533
COL1A1_ITGA5,Col1a1,ENSMUSG00000001506,Itga5,ENSMUSG00000000555
COL1A1_ITGAV,Col1a1,ENSMUSG00000001506,Itgav,ENSMUSG00000027087
COL1A1_ITGB1,Col1a1,ENSMUSG00000001506,Itgb1,ENSMUSG00000025809
COL1A1_TMPRSS6,Col1a1,ENSMUSG00000001506,Tmprss6,ENSMUSG00000016942
COL1A2_CD36,Col1a2,ENSMUSG00000029661,Cd36,ENSMUSG00000002944
COL1A2_CD44,Col1a2,ENSMUSG00000029661,Cd44,ENSMUSG00000005087
COL1A2_CD93,Col1a2,ENSMUSG00000029661,Cd93,ENSMUSG00000027435
COL1A2_FLT4,Col1a2,ENSMUSG00000029661,Flt4,ENSMUSG00000020357
COL1A2_ITGA1,Col1a2,ENSMUSG00000029661,Itga1,ENSMUSG00000042284
COL1A2_ITGA11,Col1a2,ENSMUSG00000029661,Itga11,ENSMUSG00000032243
COL1A2_ITGA2,Col1a2,ENSMUSG00000029661,Itga2,ENSMUSG00000015533
COL1A2_ITGA2B,Col1a2,ENSMUSG00000029661,Itga2b,ENSMUSG00000034664
COL1A2_ITGAV,Col1a2,ENSMUSG00000029661,Itgav,ENSMUSG00000027087
COL1A2_ITGB1,Col1a2,ENSMUSG00000029661,Itgb1,ENSMUSG00000025809
COL1A2_ITGB3,Col1a2,ENSMUSG00000029661,Itgb3,ENSMUSG00000020689
COL2A1_DDR1,Col2a1,ENSMUSG00000022483,Ddr1,ENSMUSG00000003534
COL2A1_ITGA1,Col2a1,ENSMUSG00000022483,Itga1,ENSMUSG00000042284
COL2A1_ITGA10,Col2a1,ENSMUSG00000022483,Itga10,ENSMUSG00000090210
COL2A1_ITGA2,Col2a1,ENSMUSG00000022483,Itga2,ENSMUSG00000015533
COL2A1_ITGA2B,Col2a1,ENSMUSG00000022483,Itga2b,ENSMUSG00000034664
COL2A1_ITGB1,Col2a1,ENSMUSG00000022483,Itgb1,ENSMUSG00000025809
COL2A1_MAG,Col2a1,ENSMUSG00000022483,Mag,ENSMUSG00000036634
COL2A1_OR1E1,Col2a1,ENSMUSG00000022483,Olfr20,ENSMUSG00000062128
COL3A1_DDR1,Col3a1,ENSMUSG00000026043,Ddr1,ENSMUSG00000003534
COL3A1_DDR2,Col3a1,ENSMUSG00000026043,Ddr2,ENSMUSG00000026674
COL3A1_ITGA2,Col3a1,ENSMUSG00000026043,Itga2,ENSMUSG00000015533
COL3A1_ITGB1,Col3a1,ENSMUSG00000026043,Itgb1,ENSMUSG00000025809
COL3A1_MAG,Col3a1,ENSMUSG00000026043,Mag,ENSMUSG00000036634
COL4A1_CD47,Col4a1,ENSMUSG00000031502,Cd47,ENSMUSG00000055447
COL4A1_CD93,Col4a1,ENSMUSG00000031502,Cd93,ENSMUSG00000027435
COL4A1_ITGA1,Col4a1,ENSMUSG00000031502,Itga1,ENSMUSG00000042284
COL4A1_ITGA2,Col4a1,ENSMUSG00000031502,Itga2,ENSMUSG00000015533
COL4A1_ITGAV,Col4a1,ENSMUSG00000031502,Itgav,ENSMUSG00000027087
COL4A1_ITGB1,Col4a1,ENSMUSG00000031502,Itgb1,ENSMUSG00000025809
COL4A1_ITGB8,Col4a1,ENSMUSG00000031502,Itgb8,ENSMUSG00000025321
COL4A2_CD93,Col4a2,ENSMUSG00000031503,Cd93,ENSMUSG00000027435
COL4A3_CD47,Col4a3,ENSMUSG00000079465,Cd47,ENSMUSG00000055447
COL4A3_CD93,Col4a3,ENSMUSG00000079465,Cd93,ENSMUSG00000027435
COL4A3_ITGA1,Col4a3,ENSMUSG00000079465,Itga1,ENSMUSG00000042284
COL4A3_ITGA2,Col4a3,ENSMUSG00000079465,Itga2,ENSMUSG00000015533
COL4A3_ITGAV,Col4a3,ENSMUSG00000079465,Itgav,ENSMUSG00000027087
COL4A3_ITGB1,Col4a3,ENSMUSG00000079465,Itgb1,ENSMUSG00000025809
COL4A4_CD47,Col4a4,ENSMUSG00000067158,Cd47,ENSMUSG00000055447
COL4A4_CD93,Col4a4,ENSMUSG00000067158,Cd93,ENSMUSG00000027435
COL4A4_ITGA1,Col4a4,ENSMUSG00000067158,Itga1,ENSMUSG00000042284
COL4A4_ITGA2,Col4a4,ENSMUSG00000067158,Itga2,ENSMUSG00000015533
COL4A4_ITGAV,Col4a4,ENSMUSG00000067158,Itgav,ENSMUSG00000027087
COL4A4_ITGB1,Col4a4,ENSMUSG00000067158,Itgb1,ENSMUSG00000025809
COL4A5_CD47,Col4a5,ENSMUSG00000031274,Cd47,ENSMUSG00000055447
COL4A5_CD93,Col4a5,ENSMUSG00000031274,Cd93,ENSMUSG00000027435
COL4A5_ITGA1,Col4a5,ENSMUSG00000031274,Itga1,ENSMUSG00000042284
COL4A5_ITGA2,Col4a5,ENSMUSG00000031274,Itga2,ENSMUSG00000015533
COL4A5_ITGAV,Col4a5,ENSMUSG00000031274,Itgav,ENSMUSG00000027087
COL4A5_ITGB1,Col4a5,ENSMUSG00000031274,Itgb1,ENSMUSG00000025809
COL4A6_CD47,Col4a6,ENSMUSG00000031273,Cd47,ENSMUSG00000055447
COL4A6_CD93,Col4a6,ENSMUSG00000031273,Cd93,ENSMUSG00000027435
COL4A6_ITGA1,Col4a6,ENSMUSG00000031273,Itga1,ENSMUSG00000042284
COL4A6_ITGA2,Col4a6,ENSMUSG00000031273,Itga2,ENSMUSG00000015533
COL4A6_ITGAV,Col4a6,ENSMUSG00000031273,Itgav,ENSMUSG00000027087
COL4A6_ITGB1,Col4a6,ENSMUSG00000031273,Itgb1,ENSMUSG00000025809
COL5A1_ITGA1,Col5a1,ENSMUSG00000026837,Itga1,ENSMUSG00000042284
COL5A1_ITGB1,Col5a1,ENSMUSG00000026837,Itgb1,ENSMUSG00000025809
COL5A1_SDC3,Col5a1,ENSMUSG00000026837,Sdc3,ENSMUSG00000025743
COL5A2_DDR1,Col5a2,ENSMUSG00000026042,Ddr1,ENSMUSG00000003534
COL5A2_ITGA1,Col5a2,ENSMUSG00000026042,Itga1,ENSMUSG00000042284
COL5A2_ITGB1,Col5a2,ENSMUSG00000026042,Itgb1,ENSMUSG00000025809
COL5A3_SDC3,Col5a3,ENSMUSG00000004098,Sdc3,ENSMUSG00000025743
COL6A1_ITGA1,Col6a1,ENSMUSG00000001119,Itga1,ENSMUSG00000042284
COL6A1_ITGA2,Col6a1,ENSMUSG00000001119,Itga2,ENSMUSG00000015533
COL6A1_ITGA6,Col6a1,ENSMUSG00000001119,Itga6,ENSMUSG00000027111
COL6A1_ITGB1,Col6a1,ENSMUSG00000001119,Itgb1,ENSMUSG00000025809
COL6A2_ITGA1,Col6a2,ENSMUSG00000020241,Itga1,ENSMUSG00000042284
COL6A2_ITGA2,Col6a2,ENSMUSG00000020241,Itga2,ENSMUSG00000015533
COL6A2_ITGB1,Col6a2,ENSMUSG00000020241,Itgb1,ENSMUSG00000025809
COL6A3_ITGA1,Col6a3,ENSMUSG00000048126,Itga1,ENSMUSG00000042284
COL6A3_ITGA2,Col6a3,ENSMUSG00000048126,Itga2,ENSMUSG00000015533
COL6A3_ITGB1,Col6a3,ENSMUSG00000048126,Itgb1,ENSMUSG00000025809
COL7A1_ITGA2,Col7a1,ENSMUSG00000025650,Itga2,ENSMUSG00000015533
COL7A1_ITGB1,Col7a1,ENSMUSG00000025650,Itgb1,ENSMUSG00000025809
COL8A1_ITGA1,Col8a1,ENSMUSG00000068196,Itga1,ENSMUSG00000042284
COL8A1_ITGA2,Col8a1,ENSMUSG00000068196,Itga2,ENSMUSG00000015533
COL9A1_MAG,Col9a1,ENSMUSG00000026147,Mag,ENSMUSG00000036634
COL9A2_MAG,Col9a2,ENSMUSG00000028626,Mag,ENSMUSG00000036634
COL9A3_MAG,Col9a3,ENSMUSG00000027570,Mag,ENSMUSG00000036634
COLQ_MUSK,Colq,ENSMUSG00000057606,Musk,ENSMUSG00000057280
CORT_GHSR,Cort,ENSMUSG00000028971,Ghsr,ENSMUSG00000051136
CORT_SSTR1,Cort,ENSMUSG00000028971,Sstr1,ENSMUSG00000035431
CORT_SSTR2,Cort,ENSMUSG00000028971,Sstr2,ENSMUSG00000047904
CORT_SSTR3,Cort,ENSMUSG00000028971,Sstr3,ENSMUSG00000044933
CORT_SSTR4,Cort,ENSMUSG00000028971,Sstr4,ENSMUSG00000037014
CORT_SSTR5,Cort,ENSMUSG00000028971,Sstr5,ENSMUSG00000050824
CP_SLC40A1,Cp,ENSMUSG00000003617,Slc40a1,ENSMUSG00000025993
CRH_CRHR1,Crh,ENSMUSG00000049796,Crhr1,ENSMUSG00000018634
CRH_CRHR2,Crh,ENSMUSG00000049796,Crhr2,ENSMUSG00000003476
CRH_MC2R,Crh,ENSMUSG00000049796,Mc2r,ENSMUSG00000045569
CRP_OLR1,Crp,ENSMUSG00000037942,Olr1,ENSMUSG00000030162
CSF1_CSF1R,Csf1,ENSMUSG00000014599,Csf1r,ENSMUSG00000024621
CSF2_CSF1R,Csf2,ENSMUSG00000018916,Csf1r,ENSMUSG00000024621
CSF2_CSF3R,Csf2,ENSMUSG00000018916,Csf3r,ENSMUSG00000028859
CSF2_IL3RA,Csf2,ENSMUSG00000018916,Il3ra,ENSMUSG00000068758
CSF2_ITGA9,Csf2,ENSMUSG00000018916,Itga9,ENSMUSG00000039115
CSF2_ITGB1,Csf2,ENSMUSG00000018916,Itgb1,ENSMUSG00000025809
CSF2_SDC2,Csf2,ENSMUSG00000018916,Sdc2,ENSMUSG00000022261
CSF3_CSF1R,Csf3,ENSMUSG00000038067,Csf1r,ENSMUSG00000024621
CSF3_CSF3R,Csf3,ENSMUSG00000038067,Csf3r,ENSMUSG00000028859
CTF1_IL6ST,Ctf1,ENSMUSG00000042340,Il6st,ENSMUSG00000021756
CTF1_LIFR,Ctf1,ENSMUSG00000042340,Lifr,ENSMUSG00000054263
CTGF_ERBB4,Ctgf,ENSMUSG00000019997,Erbb4,ENSMUSG00000062209
CTGF_ITGA5,Ctgf,ENSMUSG00000019997,Itga5,ENSMUSG00000000555
CTGF_ITGAM,Ctgf,ENSMUSG00000019997,Itgam,ENSMUSG00000030786
CTGF_ITGB2,Ctgf,ENSMUSG00000019997,Itgb2,ENSMUSG00000000290
CTGF_LRP1,Ctgf,ENSMUSG00000019997,Lrp1,ENSMUSG00000040249
CTGF_LRP6,Ctgf,ENSMUSG00000019997,Lrp6,ENSMUSG00000030201
CTGF_NTRK1,Ctgf,ENSMUSG00000019997,Ntrk1,ENSMUSG00000028072
CTHRC1_FZD3,Cthrc1,ENSMUSG00000054196,Fzd3,ENSMUSG00000007989
CTHRC1_FZD5,Cthrc1,ENSMUSG00000054196,Fzd5,ENSMUSG00000045005
CTHRC1_FZD6,Cthrc1,ENSMUSG00000054196,Fzd6,ENSMUSG00000022297
CUBN_LRP2,Cubn,ENSMUSG00000026726,Lrp2,ENSMUSG00000027070
CX3CL1_CX3CR1,Cx3cl1,ENSMUSG00000031778,Cx3cr1,ENSMUSG00000052336
CXCL10_CCR3,Cxcl10,ENSMUSG00000034855,Ccr3,ENSMUSG00000035448
CXCL10_CXCR3,Cxcl10,ENSMUSG00000034855,Cxcr3,ENSMUSG00000050232
CXCL10_SDC4,Cxcl10,ENSMUSG00000034855,Sdc4,ENSMUSG00000017009
CXCL11_ACKR3,Cxcl11,ENSMUSG00000060183,Ackr3,ENSMUSG00000044337
CXCL11_CCR3,Cxcl11,ENSMUSG00000060183,Ccr3,ENSMUSG00000035448
CXCL11_CXCR3,Cxcl11,ENSMUSG00000060183,Cxcr3,ENSMUSG00000050232
CXCL12_ACKR3,Cxcl12,ENSMUSG00000061353,Ackr3,ENSMUSG00000044337
CXCL12_CCR4,Cxcl12,ENSMUSG00000061353,Ccr4,ENSMUSG00000047898
CXCL12_CD4,Cxcl12,ENSMUSG00000061353,Cd4,ENSMUSG00000023274
CXCL12_CXCR3,Cxcl12,ENSMUSG00000061353,Cxcr3,ENSMUSG00000050232
CXCL12_CXCR4,Cxcl12,ENSMUSG00000061353,Cxcr4,ENSMUSG00000045382
CXCL12_ITGB1,Cxcl12,ENSMUSG00000061353,Itgb1,ENSMUSG00000025809
CXCL12_SDC4,Cxcl12,ENSMUSG00000061353,Sdc4,ENSMUSG00000017009
CXCL13_ACKR4,Cxcl13,ENSMUSG00000023078,Ackr4,ENSMUSG00000079355
CXCL13_CCR10,Cxcl13,ENSMUSG00000023078,Ccr10,ENSMUSG00000044052
CXCL13_CXCR3,Cxcl13,ENSMUSG00000023078,Cxcr3,ENSMUSG00000050232
CXCL13_CXCR5,Cxcl13,ENSMUSG00000023078,Cxcr5,ENSMUSG00000047880
CXCL13_HTR2A,Cxcl13,ENSMUSG00000023078,Htr2a,ENSMUSG00000034997
CXCL13_OPRD1,Cxcl13,ENSMUSG00000023078,Oprd1,ENSMUSG00000050511
CXCL16_CXCR6,Cxcl16,ENSMUSG00000018920,Cxcr6,ENSMUSG00000048521
CXCL9_CCR3,Cxcl9,ENSMUSG00000029417,Ccr3,ENSMUSG00000035448
CXCL9_CXCR3,Cxcl9,ENSMUSG00000029417,Cxcr3,ENSMUSG00000050232
CYR61_CAV1,Cyr61,ENSMUSG00000028195,Cav1,ENSMUSG00000007655
CYR61_ITGA5,Cyr61,ENSMUSG00000028195,Itga5,ENSMUSG00000000555
CYR61_ITGAM,Cyr61,ENSMUSG00000028195,Itgam,ENSMUSG00000030786
CYR61_ITGAV,Cyr61,ENSMUSG00000028195,Itgav,ENSMUSG00000027087
CYR61_ITGB2,Cyr61,ENSMUSG00000028195,Itgb2,ENSMUSG00000000290
CYR61_ITGB3,Cyr61,ENSMUSG00000028195,Itgb3,ENSMUSG00000020689
CYR61_ITGB5,Cyr61,ENSMUSG00000028195,Itgb5,ENSMUSG00000022817
DCN_EGFR,Dcn,ENSMUSG00000019929,Egfr,ENSMUSG00000020122
DCN_ERBB4,Dcn,ENSMUSG00000019929,Erbb4,ENSMUSG00000062209
DCN_MET,Dcn,ENSMUSG00000019929,Met,ENSMUSG00000009376
DEFB1_CCR6,Defb1,ENSMUSG00000044748,Ccr6,ENSMUSG00000040899
DHH_BOC,Dhh,ENSMUSG00000023000,Boc,ENSMUSG00000022687
DHH_CDON,Dhh,ENSMUSG00000023000,Cdon,ENSMUSG00000038119
DHH_HHIP,Dhh,ENSMUSG00000023000,Hhip,ENSMUSG00000064325
DHH_PTCH1,Dhh,ENSMUSG00000023000,Ptch1,ENSMUSG00000021466
DHH_PTCH2,Dhh,ENSMUSG00000023000,Ptch2,ENSMUSG00000028681
DKK1_KREMEN1,Dkk1,ENSMUSG00000024868,Kremen1,ENSMUSG00000020393
DKK1_KREMEN2,Dkk1,ENSMUSG00000024868,Kremen2,ENSMUSG00000040680
DKK1_LRP5,Dkk1,ENSMUSG00000024868,Lrp5,ENSMUSG00000024913
DKK1_LRP6,Dkk1,ENSMUSG00000024868,Lrp6,ENSMUSG00000030201
DKK2_KREMEN2,Dkk2,ENSMUSG00000028031,Kremen2,ENSMUSG00000040680
DKK2_LRP6,Dkk2,ENSMUSG00000028031,Lrp6,ENSMUSG00000030201
DLK1_NOTCH1,Dlk1,ENSMUSG00000040856,Notch1,ENSMUSG00000026923
DLK1_NOTCH3,Dlk1,ENSMUSG00000040856,Notch3,ENSMUSG00000038146
DLK1_NOTCH4,Dlk1,ENSMUSG00000040856,Notch4,ENSMUSG00000015468
DLK2_NOTCH1,Dlk2,ENSMUSG00000047428,Notch1,ENSMUSG00000026923
DLL1_NOTCH1,Dll1,ENSMUSG00000014773,Notch1,ENSMUSG00000026923
DLL1_NOTCH3,Dll1,ENSMUSG00000014773,Notch3,ENSMUSG00000038146
DLL1_NOTCH4,Dll1,ENSMUSG00000014773,Notch4,ENSMUSG00000015468
DLL3_NOTCH1,Dll3,ENSMUSG00000003436,Notch1,ENSMUSG00000026923
DLL3_NOTCH3,Dll3,ENSMUSG00000003436,Notch3,ENSMUSG00000038146
DLL3_NOTCH4,Dll3,ENSMUSG00000003436,Notch4,ENSMUSG00000015468
DLL4_NOTCH1,Dll4,ENSMUSG00000027314,Notch1,ENSMUSG00000026923
DLL4_NOTCH3,Dll4,ENSMUSG00000027314,Notch3,ENSMUSG00000038146
DLL4_NOTCH4,Dll4,ENSMUSG00000027314,Notch4,ENSMUSG00000015468
DSCAM_DCC,Dscam,ENSMUSG00000050272,Dcc,ENSMUSG00000060534
EBI3_IL27RA,Ebi3,ENSMUSG00000003206,Il27ra,ENSMUSG00000005465
EBI3_IL6ST,Ebi3,ENSMUSG00000003206,Il6st,ENSMUSG00000021756
ECM1_CACHD1,Ecm1,ENSMUSG00000028108,Cachd1,ENSMUSG00000028532
EDA_EDA2R,Eda,ENSMUSG00000059327,Eda2r,ENSMUSG00000034457
EDA_EDAR,Eda,ENSMUSG00000059327,Edar,ENSMUSG00000003227
EDIL3_ITGAV,Edil3,ENSMUSG00000034488,Itgav,ENSMUSG00000027087
EDIL3_ITGB5,Edil3,ENSMUSG00000034488,Itgb5,ENSMUSG00000022817
EDN1_EDNRA,Edn1,ENSMUSG00000021367,Ednra,ENSMUSG00000031616
EDN1_EDNRB,Edn1,ENSMUSG00000021367,Ednrb,ENSMUSG00000022122
EDN1_KEL,Edn1,ENSMUSG00000021367,Kel,ENSMUSG00000029866
EDN2_EDNRA,Edn2,ENSMUSG00000028635,Ednra,ENSMUSG00000031616
EDN2_EDNRB,Edn2,ENSMUSG00000028635,Ednrb,ENSMUSG00000022122
EDN2_KEL,Edn2,ENSMUSG00000028635,Kel,ENSMUSG00000029866
EDN3_EDNRA,Edn3,ENSMUSG00000027524,Ednra,ENSMUSG00000031616
EDN3_EDNRB,Edn3,ENSMUSG00000027524,Ednrb,ENSMUSG00000022122
EDN3_KEL,Edn3,ENSMUSG00000027524,Kel,ENSMUSG00000029866
EFEMP1_EGFR,Efemp1,ENSMUSG00000020467,Egfr,ENSMUSG00000020122
EFEMP2_AQP1,Efemp2,ENSMUSG00000024909,Aqp1,ENSMUSG00000004655
EFEMP2_CATSPER1,Efemp2,ENSMUSG00000024909,Catsper1,ENSMUSG00000038498
EFEMP2_LINGO1,Efemp2,ENSMUSG00000024909,Lingo1,ENSMUSG00000049556
EFEMP2_PLSCR4,Efemp2,ENSMUSG00000024909,Plscr4,ENSMUSG00000032377
EFNA1_EPHA1,Efna1,ENSMUSG00000027954,Epha1,ENSMUSG00000029859
EFNA1_EPHA2,Efna1,ENSMUSG00000027954,Epha2,ENSMUSG00000006445
EFNA1_EPHA3,Efna1,ENSMUSG00000027954,Epha3,ENSMUSG00000052504
EFNA1_EPHA4,Efna1,ENSMUSG00000027954,Epha4,ENSMUSG00000026235
EFNA1_EPHA5,Efna1,ENSMUSG00000027954,Epha5,ENSMUSG00000029245
EFNA1_EPHA6,Efna1,ENSMUSG00000027954,Epha6,ENSMUSG00000055540
EFNA1_EPHA7,Efna1,ENSMUSG00000027954,Epha7,ENSMUSG00000028289
EFNA1_EPHA8,Efna1,ENSMUSG00000027954,Epha8,ENSMUSG00000028661
EFNA1_EPHB1,Efna1,ENSMUSG00000027954,Ephb1,ENSMUSG00000032537
EFNA1_EPHB6,Efna1,ENSMUSG00000027954,Ephb6,ENSMUSG00000029869
EFNA2_EPHA1,Efna2,ENSMUSG00000003070,Epha1,ENSMUSG00000029859
EFNA2_EPHA2,Efna2,ENSMUSG00000003070,Epha2,ENSMUSG00000006445
EFNA2_EPHA3,Efna2,ENSMUSG00000003070,Epha3,ENSMUSG00000052504
EFNA2_EPHA4,Efna2,ENSMUSG00000003070,Epha4,ENSMUSG00000026235
EFNA2_EPHA5,Efna2,ENSMUSG00000003070,Epha5,ENSMUSG00000029245
EFNA2_EPHA6,Efna2,ENSMUSG00000003070,Epha6,ENSMUSG00000055540
EFNA2_EPHA7,Efna2,ENSMUSG00000003070,Epha7,ENSMUSG00000028289
EFNA2_EPHA8,Efna2,ENSMUSG00000003070,Epha8,ENSMUSG00000028661
EFNA3_EPHA1,Efna3,ENSMUSG00000028039,Epha1,ENSMUSG00000029859
EFNA3_EPHA2,Efna3,ENSMUSG00000028039,Epha2,ENSMUSG00000006445
EFNA3_EPHA3,Efna3,ENSMUSG00000028039,Epha3,ENSMUSG00000052504
EFNA3_EPHA4,Efna3,ENSMUSG00000028039,Epha4,ENSMUSG00000026235
EFNA3_EPHA5,Efna3,ENSMUSG00000028039,Epha5,ENSMUSG00000029245
EFNA3_EPHA6,Efna3,ENSMUSG00000028039,Epha6,ENSMUSG00000055540
EFNA3_EPHA7,Efna3,ENSMUSG00000028039,Epha7,ENSMUSG00000028289
EFNA3_EPHA8,Efna3,ENSMUSG00000028039,Epha8,ENSMUSG00000028661
EFNA3_EPHB1,Efna3,ENSMUSG00000028039,Ephb1,ENSMUSG00000032537
EFNA3_EPHB6,Efna3,ENSMUSG00000028039,Ephb6,ENSMUSG00000029869
EFNA4_EPHA1,Efna4,ENSMUSG00000028040,Epha1,ENSMUSG00000029859
EFNA4_EPHA2,Efna4,ENSMUSG00000028040,Epha2,ENSMUSG00000006445
EFNA4_EPHA3,Efna4,ENSMUSG00000028040,Epha3,ENSMUSG00000052504
EFNA4_EPHA4,Efna4,ENSMUSG00000028040,Epha4,ENSMUSG00000026235
EFNA4_EPHA5,Efna4,ENSMUSG00000028040,Epha5,ENSMUSG00000029245
EFNA4_EPHA6,Efna4,ENSMUSG00000028040,Epha6,ENSMUSG00000055540
EFNA4_EPHA7,Efna4,ENSMUSG00000028040,Epha7,ENSMUSG00000028289
EFNA4_EPHA8,Efna4,ENSMUSG00000028040,Epha8,ENSMUSG00000028661
EFNA5_EPHA1,Efna5,ENSMUSG00000048915,Epha1,ENSMUSG00000029859
EFNA5_EPHA2,Efna5,ENSMUSG00000048915,Epha2,ENSMUSG00000006445
EFNA5_EPHA3,Efna5,ENSMUSG00000048915,Epha3,ENSMUSG00000052504
EFNA5_EPHA4,Efna5,ENSMUSG00000048915,Epha4,ENSMUSG00000026235
EFNA5_EPHA5,Efna5,ENSMUSG00000048915,Epha5,ENSMUSG00000029245
EFNA5_EPHA6,Efna5,ENSMUSG00000048915,Epha6,ENSMUSG00000055540
EFNA5_EPHA7,Efna5,ENSMUSG00000048915,Epha7,ENSMUSG00000028289
EFNA5_EPHA8,Efna5,ENSMUSG00000048915,Epha8,ENSMUSG00000028661
EFNA5_EPHB1,Efna5,ENSMUSG00000048915,Ephb1,ENSMUSG00000032537
EFNA5_EPHB2,Efna5,ENSMUSG00000048915,Ephb2,ENSMUSG00000028664
EFNA5_EPHB6,Efna5,ENSMUSG00000048915,Ephb6,ENSMUSG00000029869
EFNB1_EPHA4,Efnb1,ENSMUSG00000031217,Epha4,ENSMUSG00000026235
EFNB1_EPHA6,Efnb1,ENSMUSG00000031217,Epha6,ENSMUSG00000055540
EFNB1_EPHB1,Efnb1,ENSMUSG00000031217,Ephb1,ENSMUSG00000032537
EFNB1_EPHB2,Efnb1,ENSMUSG00000031217,Ephb2,ENSMUSG00000028664
EFNB1_EPHB3,Efnb1,ENSMUSG00000031217,Ephb3,ENSMUSG00000005958
EFNB1_EPHB4,Efnb1,ENSMUSG00000031217,Ephb4,ENSMUSG00000029710
EFNB1_EPHB6,Efnb1,ENSMUSG00000031217,Ephb6,ENSMUSG00000029869
EFNB1_ERBB2,Efnb1,ENSMUSG00000031217,Erbb2,ENSMUSG00000062312
EFNB2_EPHA3,Efnb2,ENSMUSG00000001300,Epha3,ENSMUSG00000052504
