pair,ligand_symbol,ligand_gene_id,receptor_symbol,receptor_gene_id
PTN_PTPRZ1,Ptn,ENSMUSG00000029838,Ptprz1,ENSMUSG00000068748
PTN_SDC1,Ptn,ENSMUSG00000029838,Sdc1,ENSMUSG00000020592
PTN_SDC3,Ptn,ENSMUSG00000029838,Sdc3,ENSMUSG00000025743
PYY_FAP,Pyy,ENSMUSG00000017311,Fap,ENSMUSG00000000392
PYY_NPY1R,Pyy,ENSMUSG00000017311,Npy1r,ENSMUSG00000036437
PYY_NPY2R,Pyy,ENSMUSG00000017311,Npy2r,ENSMUSG00000028004
PYY_NPY4R,Pyy,ENSMUSG00000017311,Npy4r,ENSMUSG00000048337
PYY_NPY5R,Pyy,ENSMUSG00000017311,Npy5r,ENSMUSG00000044014
QDPR_DYSF,Qdpr,ENSMUSG00000015806,Dysf,ENSMUSG00000033788
QRFP_P2RY14,Qrfp,ENSMUSG00000043102,P2ry14,ENSMUSG00000036381
QRFP_QRFPR,Qrfp,ENSMUSG00000043102,C130060K24Rik,ENSMUSG00000029917
RARRES2_CCRL2,Rarres2,ENSMUSG00000009281,Ccrl2,ENSMUSG00000043953
RARRES2_CMKLR1,Rarres2,ENSMUSG00000009281,Cmklr1,ENSMUSG00000042190
RARRES2_GPR1,Rarres2,ENSMUSG00000009281,Gpr1,ENSMUSG00000046856
RBP3_NOTCH1,Rbp3,ENSMUSG00000041534,Notch1,ENSMUSG00000026923
RBP4_STRA6,Rbp4,ENSMUSG00000024990,Stra6,ENSMUSG00000032327
RELN_ITGA3,Reln,ENSMUSG00000042453,Itga3,ENSMUSG00000001507
RELN_ITGB1,Reln,ENSMUSG00000042453,Itgb1,ENSMUSG00000025809
RELN_LRP8,Reln,ENSMUSG00000042453,Lrp8,ENSMUSG00000028613
RELN_VLDLR,Reln,ENSMUSG00000042453,Vldlr,ENSMUSG00000024924
REN_ASIC3,Ren1,ENSMUSG00000070645,Asic3,ENSMUSG00000038276
REN_ATP6AP2,Ren1,ENSMUSG00000070645,Atp6ap2,ENSMUSG00000031007
RGMA_BMPR1B,Rgma,ENSMUSG00000070509,Bmpr1b,ENSMUSG00000052430
RGMA_BMPR2,Rgma,ENSMUSG00000070509,Bmpr2,ENSMUSG00000067336
RGMA_HFE2,Rgma,ENSMUSG00000070509,Hfe2,ENSMUSG00000038403
RGMA_NEO1,Rgma,ENSMUSG00000070509,Neo1,ENSMUSG00000032340
RGMB_BMPR1B,Rgmb,ENSMUSG00000048027,Bmpr1b,ENSMUSG00000052430
RGMB_BMPR2,Rgmb,ENSMUSG00000048027,Bmpr2,ENSMUSG00000067336
RGMB_HFE2,Rgmb,ENSMUSG00000048027,Hfe2,ENSMUSG00000038403
RGMB_NEO1,Rgmb,ENSMUSG00000048027,Neo1,ENSMUSG00000032340
RIMS1_CACNA1C,Rims1,ENSMUSG00000041670,Cacna1c,ENSMUSG00000051331
RIMS1_SLC17A7,Rims1,ENSMUSG00000041670,Slc17a7,ENSMUSG00000070570
RIMS1_SLC18A2,Rims1,ENSMUSG00000041670,Slc18a2,ENSMUSG00000025094
RIMS1_SLC18A3,Rims1,ENSMUSG00000041670,Slc18a3,ENSMUSG00000100241
RIMS2_ABCA1,Rims2,ENSMUSG00000037386,Abca1,ENSMUSG00000015243
RLN3_RXFP1,Rln3,ENSMUSG00000045232,Rxfp1,ENSMUSG00000034009
RLN3_RXFP2,Rln3,ENSMUSG00000045232,Rxfp2,ENSMUSG00000053368
RLN3_RXFP3,Rln3,ENSMUSG00000045232,Rxfp3,ENSMUSG00000060735
RLN3_RXFP4,Rln3,ENSMUSG00000045232,Rxfp4,ENSMUSG00000049741
RPH3A_NRXN1,Rph3a,ENSMUSG00000029608,Nrxn1,ENSMUSG00000024109
RPS19_C5AR1,Rps19,ENSMUSG00000040952,C5ar1,ENSMUSG00000049130
RSPO1_FZD8,Rspo1,ENSMUSG00000028871,Fzd8,ENSMUSG00000036904
RSPO1_LGR4,Rspo1,ENSMUSG00000028871,Lgr4,ENSMUSG00000050199
RSPO1_LGR5,Rspo1,ENSMUSG00000028871,Lgr5,ENSMUSG00000020140
RSPO1_LGR6,Rspo1,ENSMUSG00000028871,Lgr6,ENSMUSG00000042793
RSPO1_LRP6,Rspo1,ENSMUSG00000028871,Lrp6,ENSMUSG00000030201
RSPO1_ZNRF3,Rspo1,ENSMUSG00000028871,Znrf3,ENSMUSG00000041961
RSPO2_LGR4,Rspo2,ENSMUSG00000051920,Lgr4,ENSMUSG00000050199
RSPO2_LGR5,Rspo2,ENSMUSG00000051920,Lgr5,ENSMUSG00000020140
RSPO2_LGR6,Rspo2,ENSMUSG00000051920,Lgr6,ENSMUSG00000042793
RSPO3_FZD8,Rspo3,ENSMUSG00000019880,Fzd8,ENSMUSG00000036904
RSPO3_LGR4,Rspo3,ENSMUSG00000019880,Lgr4,ENSMUSG00000050199
RSPO3_LGR5,Rspo3,ENSMUSG00000019880,Lgr5,ENSMUSG00000020140
RSPO3_LGR6,Rspo3,ENSMUSG00000019880,Lgr6,ENSMUSG00000042793
RSPO3_LRP6,Rspo3,ENSMUSG00000019880,Lrp6,ENSMUSG00000030201
RSPO3_SDC4,Rspo3,ENSMUSG00000019880,Sdc4,ENSMUSG00000017009
RSPO4_LGR4,Rspo4,ENSMUSG00000032852,Lgr4,ENSMUSG00000050199
RSPO4_LGR5,Rspo4,ENSMUSG00000032852,Lgr5,ENSMUSG00000020140
RSPO4_LGR6,Rspo4,ENSMUSG00000032852,Lgr6,ENSMUSG00000042793
RTN4_CNTNAP1,Rtn4,ENSMUSG00000020458,Cntnap1,ENSMUSG00000017167
RTN4_GJB2,Rtn4,ENSMUSG00000020458,Gjb2,ENSMUSG00000046352
RTN4_LINGO1,Rtn4,ENSMUSG00000020458,Lingo1,ENSMUSG00000049556
RTN4_NGFR,Rtn4,ENSMUSG00000020458,Ngfr,ENSMUSG00000000120
RTN4_RTN4R,Rtn4,ENSMUSG00000020458,Rtn4r,ENSMUSG00000043811
RTN4_RTN4RL1,Rtn4,ENSMUSG00000020458,Rtn4rl1,ENSMUSG00000045287
RTN4_TNFRSF19,Rtn4,ENSMUSG00000020458,Tnfrsf19,ENSMUSG00000060548
S100A8_TLR4,S100a8,ENSMUSG00000056054,Tlr4,ENSMUSG00000039005
SCGB1A1_LMBR1L,Scgb1a1,ENSMUSG00000024653,Lmbr1l,ENSMUSG00000022999
SCGB1A1_LRP2,Scgb1a1,ENSMUSG00000024653,Lrp2,ENSMUSG00000027070
SCGB3A1_MARCO,Scgb3a1,ENSMUSG00000064057,Marco,ENSMUSG00000026390
SCGB3A2_MARCO,Scgb3a2,ENSMUSG00000038791,Marco,ENSMUSG00000026390
SCT_SCTR,Sct,ENSMUSG00000038580,Sctr,ENSMUSG00000026387
SCT_VIPR1,Sct,ENSMUSG00000038580,Vipr1,ENSMUSG00000032528
SCT_VIPR2,Sct,ENSMUSG00000038580,Vipr2,ENSMUSG00000011171
SELPLG_ESAM,Selplg,ENSMUSG00000048163,Esam,ENSMUSG00000001946
SELPLG_ITGAM,Selplg,ENSMUSG00000048163,Itgam,ENSMUSG00000030786
SELPLG_ITGB2,Selplg,ENSMUSG00000048163,Itgb2,ENSMUSG00000000290
SELPLG_SELE,Selplg,ENSMUSG00000048163,Sele,ENSMUSG00000026582
SELPLG_SELL,Selplg,ENSMUSG00000048163,Sell,ENSMUSG00000026581
SELPLG_SELP,Selplg,ENSMUSG00000048163,Selp,ENSMUSG00000026580
SEMA3A_NRP1,Sema3a,ENSMUSG00000028883,Nrp1,ENSMUSG00000025810
SEMA3A_NRP2,Sema3a,ENSMUSG00000028883,Nrp2,ENSMUSG00000025969
SEMA3A_PLXNA1,Sema3a,ENSMUSG00000028883,Plxna1,ENSMUSG00000030084
SEMA3A_PLXNA2,Sema3a,ENSMUSG00000028883,Plxna2,ENSMUSG00000026640
SEMA3A_PLXNA3,Sema3a,ENSMUSG00000028883,Plxna3,ENSMUSG00000031398
SEMA3A_PLXNA4,Sema3a,ENSMUSG00000028883,Plxna4,ENSMUSG00000029765
SEMA3B_NRP1,Sema3b,ENSMUSG00000057969,Nrp1,ENSMUSG00000025810
SEMA3B_NRP2,Sema3b,ENSMUSG00000057969,Nrp2,ENSMUSG00000025969
SEMA3C_NRP1,Sema3c,ENSMUSG00000028780,Nrp1,ENSMUSG00000025810
SEMA3C_NRP2,Sema3c,ENSMUSG00000028780,Nrp2,ENSMUSG00000025969
SEMA3C_PLXND1,Sema3c,ENSMUSG00000028780,Plxnd1,ENSMUSG00000030123
SEMA3D_NRP1,Sema3d,ENSMUSG00000040254,Nrp1,ENSMUSG00000025810
SEMA3E_NRP1,Sema3e,ENSMUSG00000063531,Nrp1,ENSMUSG00000025810
SEMA3E_PLXND1,Sema3e,ENSMUSG00000063531,Plxnd1,ENSMUSG00000030123
SEMA3F_NRP1,Sema3f,ENSMUSG00000034684,Nrp1,ENSMUSG00000025810
SEMA3F_NRP2,Sema3f,ENSMUSG00000034684,Nrp2,ENSMUSG00000025969
SEMA3F_PLXNA1,Sema3f,ENSMUSG00000034684,Plxna1,ENSMUSG00000030084
SEMA3F_PLXNA3,Sema3f,ENSMUSG00000034684,Plxna3,ENSMUSG00000031398
SEMA3G_NRP2,Sema3g,ENSMUSG00000021904,Nrp2,ENSMUSG00000025969
SEMA4A_PLXND1,Sema4a,ENSMUSG00000028064,Plxnd1,ENSMUSG00000030123
SEMA4B_DCBLD2,Sema4b,ENSMUSG00000030539,Dcbld2,ENSMUSG00000035107
SEMA4C_PLXNB2,Sema4c,ENSMUSG00000026121,Plxnb2,ENSMUSG00000036606
SEMA4D_CD72,Sema4d,ENSMUSG00000021451,Cd72,ENSMUSG00000028459
SEMA4D_ERBB2,Sema4d,ENSMUSG00000021451,Erbb2,ENSMUSG00000062312
SEMA4D_MET,Sema4d,ENSMUSG00000021451,Met,ENSMUSG00000009376
SEMA4D_PLXNB1,Sema4d,ENSMUSG00000021451,Plxnb1,ENSMUSG00000053646
SEMA4D_PLXNB2,Sema4d,ENSMUSG00000021451,Plxnb2,ENSMUSG00000036606
SEMA4F_NRP2,Sema4f,ENSMUSG00000000627,Nrp2,ENSMUSG00000025969
SEMA4G_PLXNB2,Sema4g,ENSMUSG00000025207,Plxnb2,ENSMUSG00000036606
SEMA5A_MET,Sema5a,ENSMUSG00000022231,Met,ENSMUSG00000009376
SEMA5A_PLXNB3,Sema5a,ENSMUSG00000022231,Plxnb3,ENSMUSG00000031385
SEMA6A_PLXNA2,Sema6a,ENSMUSG00000019647,Plxna2,ENSMUSG00000026640
SEMA6A_PLXNA4,Sema6a,ENSMUSG00000019647,Plxna4,ENSMUSG00000029765
SEMA6D_KDR,Sema6d,ENSMUSG00000027200,Kdr,ENSMUSG00000062960
SEMA6D_PLXNA1,Sema6d,ENSMUSG00000027200,Plxna1,ENSMUSG00000030084
SEMA6D_TREM2,Sema6d,ENSMUSG00000027200,Trem2,ENSMUSG00000023992
SEMA6D_TYROBP,Sema6d,ENSMUSG00000027200,Tyrobp,ENSMUSG00000030579
SEMA7A_ITGA1,Sema7a,ENSMUSG00000038264,Itga1,ENSMUSG00000042284
SEMA7A_ITGB1,Sema7a,ENSMUSG00000038264,Itgb1,ENSMUSG00000025809
SEMA7A_PLXNC1,Sema7a,ENSMUSG00000038264,Plxnc1,ENSMUSG00000074785
SERPINA7_SLC16A2,Serpina7,ENSMUSG00000031271,Slc16a2,ENSMUSG00000033965
SERPINC1_GPC1,Serpinc1,ENSMUSG00000026715,Gpc1,ENSMUSG00000034220
SERPINC1_LRP1,Serpinc1,ENSMUSG00000026715,Lrp1,ENSMUSG00000040249
SERPINC1_SDC2,Serpinc1,ENSMUSG00000026715,Sdc2,ENSMUSG00000022261
SERPINE1_ITGAV,Serpine1,ENSMUSG00000037411,Itgav,ENSMUSG00000027087
SERPINE1_ITGB5,Serpine1,ENSMUSG00000037411,Itgb5,ENSMUSG00000022817
SERPINE1_LRP1,Serpine1,ENSMUSG00000037411,Lrp1,ENSMUSG00000040249
SERPINE1_LRP2,Serpine1,ENSMUSG00000037411,Lrp2,ENSMUSG00000027070
SERPINE1_PLAUR,Serpine1,ENSMUSG00000037411,Plaur,ENSMUSG00000046223
SERPINE2_LRP1,Serpine2,ENSMUSG00000026249,Lrp1,ENSMUSG00000040249
SERPING1_LRP1,Serping1,ENSMUSG00000023224,Lrp1,ENSMUSG00000040249
SERPING1_SELE,Serping1,ENSMUSG00000023224,Sele,ENSMUSG00000026582
SERPING1_SELP,Serping1,ENSMUSG00000023224,Selp,ENSMUSG00000026580
SFRP1_FZD2,Sfrp1,ENSMUSG00000031548,Fzd2,ENSMUSG00000050288
SFRP1_FZD6,Sfrp1,ENSMUSG00000031548,Fzd6,ENSMUSG00000022297
SFTPD_LY96,Sftpd,ENSMUSG00000021795,Ly96,ENSMUSG00000025779
SFTPD_TLR4,Sftpd,ENSMUSG00000021795,Tlr4,ENSMUSG00000039005
SHANK1_ABCA1,Shank1,ENSMUSG00000038738,Abca1,ENSMUSG00000015243
SHANK1_SSTR2,Shank1,ENSMUSG00000038738,Sstr2,ENSMUSG00000047904
SHBG_CD177,Shbg,ENSMUSG00000005202,Cd177,ENSMUSG00000052212
SHBG_CLDN4,Shbg,ENSMUSG00000005202,Cldn4,ENSMUSG00000047501
SHBG_SLC37A1,Shbg,ENSMUSG00000005202,Slc37a1,ENSMUSG00000024036
SHH_BOC,Shh,ENSMUSG00000002633,Boc,ENSMUSG00000022687
SHH_CDON,Shh,ENSMUSG00000002633,Cdon,ENSMUSG00000038119
SHH_GPC5,Shh,ENSMUSG00000002633,Gpc5,ENSMUSG00000022112
SHH_HHIP,Shh,ENSMUSG00000002633,Hhip,ENSMUSG00000064325
SHH_LRP2,Shh,ENSMUSG00000002633,Lrp2,ENSMUSG00000027070
SHH_PTCH1,Shh,ENSMUSG00000002633,Ptch1,ENSMUSG00000021466
SHH_PTCH2,Shh,ENSMUSG00000002633,Ptch2,ENSMUSG00000028681
SHH_SMO,Shh,ENSMUSG00000002633,Smo,ENSMUSG00000001761
SLIT1_GPC1,Slit1,ENSMUSG00000025020,Gpc1,ENSMUSG00000034220
SLIT1_ROBO1,Slit1,ENSMUSG00000025020,Robo1,ENSMUSG00000022883
SLIT1_SDC1,Slit1,ENSMUSG00000025020,Sdc1,ENSMUSG00000020592
SLIT2_DCC,Slit2,ENSMUSG00000031558,Dcc,ENSMUSG00000060534
SLIT2_GPC1,Slit2,ENSMUSG00000031558,Gpc1,ENSMUSG00000034220
SLIT2_ROBO1,Slit2,ENSMUSG00000031558,Robo1,ENSMUSG00000022883
SLIT2_ROBO2,Slit2,ENSMUSG00000031558,Robo2,ENSMUSG00000052516
SLIT2_ROBO4,Slit2,ENSMUSG00000031558,Robo4,ENSMUSG00000032125
SLIT2_SDC1,Slit2,ENSMUSG00000031558,Sdc1,ENSMUSG00000020592
SLIT3_ROBO2,Slit3,ENSMUSG00000056427,Robo2,ENSMUSG00000052516
SLPI_CD4,Slpi,ENSMUSG00000017002,Cd4,ENSMUSG00000023274
SORBS1_INSR,Sorbs1,ENSMUSG00000025006,Insr,ENSMUSG00000005534
SORBS1_ITGA1,Sorbs1,ENSMUSG00000025006,Itga1,ENSMUSG00000042284
SORBS1_ITGB5,Sorbs1,ENSMUSG00000025006,Itgb5,ENSMUSG00000022817
SOST_LRP5,Sost,ENSMUSG00000001494,Lrp5,ENSMUSG00000024913
SOST_LRP6,Sost,ENSMUSG00000001494,Lrp6,ENSMUSG00000030201
SPINK1_EGFR,Spink1,ENSMUSG00000024503,Egfr,ENSMUSG00000020122
SPINK1_NRSN1,Spink1,ENSMUSG00000024503,Nrsn1,ENSMUSG00000048978
SPINT1_ST14,Spint1,ENSMUSG00000027315,St14,ENSMUSG00000031995
SPON2_ITGAM,Spon2,ENSMUSG00000037379,Itgam,ENSMUSG00000030786
SPON2_ITGB2,Spon2,ENSMUSG00000037379,Itgb2,ENSMUSG00000000290
SPP1_CD44,Spp1,ENSMUSG00000029304,Cd44,ENSMUSG00000005087
SPP1_ITGA4,Spp1,ENSMUSG00000029304,Itga4,ENSMUSG00000027009
SPP1_ITGA5,Spp1,ENSMUSG00000029304,Itga5,ENSMUSG00000000555
SPP1_ITGA9,Spp1,ENSMUSG00000029304,Itga9,ENSMUSG00000039115
SPP1_ITGAV,Spp1,ENSMUSG00000029304,Itgav,ENSMUSG00000027087
SPP1_ITGB1,Spp1,ENSMUSG00000029304,Itgb1,ENSMUSG00000025809
SPP1_S1PR1,Spp1,ENSMUSG00000029304,S1pr1,ENSMUSG00000045092
SST_SSTR1,Sst,ENSMUSG00000004366,Sstr1,ENSMUSG00000035431
SST_SSTR2,Sst,ENSMUSG00000004366,Sstr2,ENSMUSG00000047904
SST_SSTR3,Sst,ENSMUSG00000004366,Sstr3,ENSMUSG00000044933
SST_SSTR4,Sst,ENSMUSG00000004366,Sstr4,ENSMUSG00000037014
SST_SSTR5,Sst,ENSMUSG00000004366,Sstr5,ENSMUSG00000050824
SYTL3_NRXN1,Sytl3,ENSMUSG00000041831,Nrxn1,ENSMUSG00000024109
TAC1_TACR1,Tac1,ENSMUSG00000061762,Tacr1,ENSMUSG00000030043
TAC1_TACR2,Tac1,ENSMUSG00000061762,Tacr2,ENSMUSG00000020081
TAC1_TACR3,Tac1,ENSMUSG00000061762,Tacr3,ENSMUSG00000028172
TAC3_TACR1,Tac2,ENSMUSG00000025400,Tacr1,ENSMUSG00000030043
TAC3_TACR2,Tac2,ENSMUSG00000025400,Tacr2,ENSMUSG00000020081
TAC3_TACR3,Tac2,ENSMUSG00000025400,Tacr3,ENSMUSG00000028172
TAC4_TACR1,Tac4,ENSMUSG00000020872,Tacr1,ENSMUSG00000030043
TAC4_TACR2,Tac4,ENSMUSG00000020872,Tacr2,ENSMUSG00000020081
TAC4_TACR3,Tac4,ENSMUSG00000020872,Tacr3,ENSMUSG00000028172
TCN2_CNR1,Tcn2,ENSMUSG00000020432,Cnr1,ENSMUSG00000044288
TCN2_LRP2,Tcn2,ENSMUSG00000020432,Lrp2,ENSMUSG00000027070
TCTN1_TMEM67,Tctn1,ENSMUSG00000038593,Tmem67,ENSMUSG00000049488
TDGF1_ACVR1B,Tdgf1,ENSMUSG00000032494,Acvr1b,ENSMUSG00000000532
TDGF1_ACVR1C,Tdgf1,ENSMUSG00000032494,Acvr1c,ENSMUSG00000026834
TDGF1_ACVR2A,Tdgf1,ENSMUSG00000032494,Acvr2a,ENSMUSG00000052155
TDGF1_ACVR2B,Tdgf1,ENSMUSG00000032494,Acvr2b,ENSMUSG00000061393
TDGF1_GPC1,Tdgf1,ENSMUSG00000032494,Gpc1,ENSMUSG00000034220
TFPI_F3,Tfpi,ENSMUSG00000027082,F3,ENSMUSG00000028128
TFPI_LRP1,Tfpi,ENSMUSG00000027082,Lrp1,ENSMUSG00000040249
TFPI_SDC4,Tfpi,ENSMUSG00000027082,Sdc4,ENSMUSG00000017009
TFPI_VLDLR,Tfpi,ENSMUSG00000027082,Vldlr,ENSMUSG00000024924
TG_ASGR1,Tg,ENSMUSG00000053469,Asgr1,ENSMUSG00000020884
TG_LRP2,Tg,ENSMUSG00000053469,Lrp2,ENSMUSG00000027070
TGFA_EGFR,Tgfa,ENSMUSG00000029999,Egfr,ENSMUSG00000020122
TGFA_ERBB2,Tgfa,ENSMUSG00000029999,Erbb2,ENSMUSG00000062312
TGFA_ERBB3,Tgfa,ENSMUSG00000029999,Erbb3,ENSMUSG00000018166
TGFA_ERBB4,Tgfa,ENSMUSG00000029999,Erbb4,ENSMUSG00000062209
TGFB1_ACVRL1,Tgfb1,ENSMUSG00000002603,Acvrl1,ENSMUSG00000000530
TGFB1_CAV1,Tgfb1,ENSMUSG00000002603,Cav1,ENSMUSG00000007655
TGFB1_CD109,Tgfb1,ENSMUSG00000002603,Cd109,ENSMUSG00000046186
TGFB1_CXCR4,Tgfb1,ENSMUSG00000002603,Cxcr4,ENSMUSG00000045382
TGFB1_ENG,Tgfb1,ENSMUSG00000002603,Eng,ENSMUSG00000026814
TGFB1_ITGAV,Tgfb1,ENSMUSG00000002603,Itgav,ENSMUSG00000027087
TGFB1_ITGB6,Tgfb1,ENSMUSG00000002603,Itgb6,ENSMUSG00000026971
TGFB1_ITGB8,Tgfb1,ENSMUSG00000002603,Itgb8,ENSMUSG00000025321
TGFB1_SDC2,Tgfb1,ENSMUSG00000002603,Sdc2,ENSMUSG00000022261
TGFB1_TGFBR1,Tgfb1,ENSMUSG00000002603,Tgfbr1,ENSMUSG00000007613
TGFB1_TGFBR2,Tgfb1,ENSMUSG00000002603,Tgfbr2,ENSMUSG00000032440
TGFB1_TGFBR3,Tgfb1,ENSMUSG00000002603,Tgfbr3,ENSMUSG00000029287
TGFB2_ACVR1,Tgfb2,ENSMUSG00000039239,Acvr1,ENSMUSG00000026836
TGFB2_ENG,Tgfb2,ENSMUSG00000039239,Eng,ENSMUSG00000026814
TGFB2_TGFBR1,Tgfb2,ENSMUSG00000039239,Tgfbr1,ENSMUSG00000007613
TGFB2_TGFBR2,Tgfb2,ENSMUSG00000039239,Tgfbr2,ENSMUSG00000032440
TGFB2_TGFBR3,Tgfb2,ENSMUSG00000039239,Tgfbr3,ENSMUSG00000029287
TGFB3_ACVRL1,Tgfb3,ENSMUSG00000021253,Acvrl1,ENSMUSG00000000530
TGFB3_ENG,Tgfb3,ENSMUSG00000021253,Eng,ENSMUSG00000026814
TGFB3_TGFBR1,Tgfb3,ENSMUSG00000021253,Tgfbr1,ENSMUSG00000007613
TGFB3_TGFBR2,Tgfb3,ENSMUSG00000021253,Tgfbr2,ENSMUSG00000032440
TGFB3_TGFBR3,Tgfb3,ENSMUSG00000021253,Tgfbr3,ENSMUSG00000029287
TGM2_ITGA4,Tgm2,ENSMUSG00000037820,Itga4,ENSMUSG00000027009
TGM2_ITGA9,Tgm2,ENSMUSG00000037820,Itga9,ENSMUSG00000039115
TGM2_ITGB1,Tgm2,ENSMUSG00000037820,Itgb1,ENSMUSG00000025809
TGM2_ITGB3,Tgm2,ENSMUSG00000037820,Itgb3,ENSMUSG00000020689
TGM2_SDC4,Tgm2,ENSMUSG00000037820,Sdc4,ENSMUSG00000017009
TGM2_TBXA2R,Tgm2,ENSMUSG00000037820,Tbxa2r,ENSMUSG00000034881
THBS1_CD36,Thbs1,ENSMUSG00000040152,Cd36,ENSMUSG00000002944
THBS1_CD47,Thbs1,ENSMUSG00000040152,Cd47,ENSMUSG00000055447
THBS1_ITGA2B,Thbs1,ENSMUSG00000040152,Itga2b,ENSMUSG00000034664
THBS1_ITGA3,Thbs1,ENSMUSG00000040152,Itga3,ENSMUSG00000001507
THBS1_ITGA4,Thbs1,ENSMUSG00000040152,Itga4,ENSMUSG00000027009
THBS1_ITGA6,Thbs1,ENSMUSG00000040152,Itga6,ENSMUSG00000027111
THBS1_ITGB1,Thbs1,ENSMUSG00000040152,Itgb1,ENSMUSG00000025809
THBS1_ITGB3,Thbs1,ENSMUSG00000040152,Itgb3,ENSMUSG00000020689
THBS1_LRP1,Thbs1,ENSMUSG00000040152,Lrp1,ENSMUSG00000040249
THBS1_LRP5,Thbs1,ENSMUSG00000040152,Lrp5,ENSMUSG00000024913
THBS1_SCARB1,Thbs1,ENSMUSG00000040152,Scarb1,ENSMUSG00000037936
THBS1_SDC1,Thbs1,ENSMUSG00000040152,Sdc1,ENSMUSG00000020592
THBS1_SDC4,Thbs1,ENSMUSG00000040152,Sdc4,ENSMUSG00000017009
THBS1_TNFRSF11B,Thbs1,ENSMUSG00000040152,Tnfrsf11b,ENSMUSG00000063727
THBS2_CD47,Thbs2,ENSMUSG00000023885,Cd47,ENSMUSG00000055447
THBS2_ITGA4,Thbs2,ENSMUSG00000023885,Itga4,ENSMUSG00000027009
THBS2_ITGA6,Thbs2,ENSMUSG00000023885,Itga6,ENSMUSG00000027111
THBS2_ITGB1,Thbs2,ENSMUSG00000023885,Itgb1,ENSMUSG00000025809
THBS2_NOTCH3,Thbs2,ENSMUSG00000023885,Notch3,ENSMUSG00000038146
THBS2_NOTCH4,Thbs2,ENSMUSG00000023885,Notch4,ENSMUSG00000015468
THPO_MPL,Thpo,ENSMUSG00000022847,Mpl,ENSMUSG00000006389
TIMP1_CD63,Timp1,ENSMUSG00000001131,Cd63,ENSMUSG00000025351
TIMP2_ITGA3,Timp2,ENSMUSG00000017466,Itga3,ENSMUSG00000001507
TIMP2_ITGB1,Timp2,ENSMUSG00000017466,Itgb1,ENSMUSG00000025809
TIMP3_AGTR2,Timp3,ENSMUSG00000020044,Agtr2,ENSMUSG00000068122
TIMP3_KDR,Timp3,ENSMUSG00000020044,Kdr,ENSMUSG00000062960
TNC_CNTN1,Tnc,ENSMUSG00000028364,Cntn1,ENSMUSG00000055022
TNC_EGFR,Tnc,ENSMUSG00000028364,Egfr,ENSMUSG00000020122
TNC_ITGA2,Tnc,ENSMUSG00000028364,Itga2,ENSMUSG00000015533
TNC_ITGA5,Tnc,ENSMUSG00000028364,Itga5,ENSMUSG00000000555
TNC_ITGA7,Tnc,ENSMUSG00000028364,Itga7,ENSMUSG00000025348
TNC_ITGA8,Tnc,ENSMUSG00000028364,Itga8,ENSMUSG00000026768
TNC_ITGA9,Tnc,ENSMUSG00000028364,Itga9,ENSMUSG00000039115
TNC_ITGAV,Tnc,ENSMUSG00000028364,Itgav,ENSMUSG00000027087
TNC_ITGB1,Tnc,ENSMUSG00000028364,Itgb1,ENSMUSG00000025809
TNC_NT5E,Tnc,ENSMUSG00000028364,Nt5e,ENSMUSG00000032420
TNC_PTPRB,Tnc,ENSMUSG00000028364,Ptprb,ENSMUSG00000020154
TNC_PTPRZ1,Tnc,ENSMUSG00000028364,Ptprz1,ENSMUSG00000068748
TNC_SDC1,Tnc,ENSMUSG00000028364,Sdc1,ENSMUSG00000020592
TNC_SDC4,Tnc,ENSMUSG00000028364,Sdc4,ENSMUSG00000017009
TNF_LTBR,Tnf,ENSMUSG00000024401,Ltbr,ENSMUSG00000030339
TNF_SLC5A11,Tnf,ENSMUSG00000024401,Slc5a11,ENSMUSG00000030769
TNF_TNFRSF1A,Tnf,ENSMUSG00000024401,Tnfrsf1a,ENSMUSG00000030341
TNF_TNFRSF1B,Tnf,ENSMUSG00000024401,Tnfrsf1b,ENSMUSG00000028599
TNF_TNFRSF21,Tnf,ENSMUSG00000024401,Tnfrsf21,ENSMUSG00000023915
TNF_TRAF2,Tnf,ENSMUSG00000024401,Traf2,ENSMUSG00000026942
TNFSF10_TNFRSF11B,Tnfsf10,ENSMUSG00000039304,Tnfrsf11b,ENSMUSG00000063727
TNFSF11_TNFRSF11A,Tnfsf11,ENSMUSG00000022015,Tnfrsf11a,ENSMUSG00000026321
TNFSF11_TNFRSF11B,Tnfsf11,ENSMUSG00000022015,Tnfrsf11b,ENSMUSG00000063727
TNFSF12_TNFRSF12A,Tnfsf12,ENSMUSG00000097328,Tnfrsf12a,ENSMUSG00000023905
TNFSF12_TNFRSF25,Tnfsf12,ENSMUSG00000097328,Tnfrsf25,ENSMUSG00000024793
TNFSF13_FAS,Tnfsf13,ENSMUSG00000089669,Fas,ENSMUSG00000024778
TNFSF13_SDC2,Tnfsf13,ENSMUSG00000089669,Sdc2,ENSMUSG00000022261
TNFSF13_TNFRSF11B,Tnfsf13,ENSMUSG00000089669,Tnfrsf11b,ENSMUSG00000063727
TNFSF13_TNFRSF13B,Tnfsf13,ENSMUSG00000089669,Tnfrsf13b,ENSMUSG00000010142
TNFSF13_TNFRSF14,Tnfsf13,ENSMUSG00000089669,Tnfrsf14,ENSMUSG00000042333
TNFSF13_TNFRSF17,Tnfsf13,ENSMUSG00000089669,Tnfrsf17,ENSMUSG00000022496
